Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsO,0,Sf,57,T60,CouO,Vmar,Dtec,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevN,08546
AsN,1,Sf,67,T70,CouO,Vmar,Dtec,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08547
AsN,1,Sh,81,T80,CouO,Vmar,Dbac,Oret,WctB,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08548
AsN,1,Sh,69,T70,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Iloc,terN,detN,bemN,hevN,08549
AsN,1,Sh,31,T40,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08550
AsN,1,Sh,65,T70,CouO,Vmar,Db+2,Oret,WctB,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terO,detO,bemN,hevN,08551
AsN,1,Sf,61,T70,CouO,Vmar,Db+5,Oret,WctB,spub,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terO,detO,bemN,hevN,08552
AsN,1,Sh,36,T40,CouN,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08553
AsO,0,Sh,47,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevN,08554
AsN,1,Sf,38,T40,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevN,08555
AsN,1,Sh,35,T40,CouO,Vmar,Dtec,Oact,Wemp,spub,HerO,PerO,MerO,GppN,gpmO,JgvO,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08556
AsN,1,Sh,62,T70,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08557
AsN,1,Sf,56,T60,CouO,Vmar,Dsan,Oact,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08558
AsO,0,Sh,81,T80,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08559
AsO,0,Sf,82,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08560
AsO,0,Sh,71,T80,CouO,Vmar,Dbac,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08561
AsN,1,Sf,75,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08562
AsO,0,Sh,82,T80,CouO,Vmar,Dbepc,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08563
AsN,1,Sf,76,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08564
AsN,1,Sf,60,T70,CouN,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zso,1,Nbe1,Iloc,terN,detN,bemN,hevN,08565
AsN,1,Sf,77,T80,CouN,Vcel,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08566
AsN,1,Sh,76,T80,CouO,Vmar,Dtec,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,6,Nb>3,Ipro,terN,detN,bemN,hevN,08567
AsN,1,Sf,76,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,6,Nb>3,Ipro,terN,detN,bemN,hevN,08568
AsN,1,Sf,85,T80,CouN,Vsep,Dsan,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Iloc,terN,detN,bemN,hevN,08569
AsN,1,Sh,67,T70,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08570
AsO,0,Sh,82,T80,CouO,Vmar,Dcep,Oret,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U2,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08571
AsO,0,Sf,80,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08572
AsN,1,Sh,89,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08573
AsN,1,Sf,87,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08574
AsO,0,Sh,53,T60,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terO,detO,bemN,hevN,08575
AsO,0,Sf,44,T50,CouO,Vmar,Dbac,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppN,asdN,RepO,QpeO,U2,Zso,0,Nbe0,Ipro,terO,detO,bemN,hevN,08576
AsO,0,Sh,72,T80,CouO,Vmar,Dbac,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,4,Nb>3,Ipro,terN,detO,bemN,hevN,08577
AsN,1,Sf,69,T70,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zso,4,Nb>3,Ipro,terN,detO,bemN,hevN,08578
AsN,1,Sf,77,T80,CouN,Vsep,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08579
AsN,1,Sh,64,T70,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,7,Nb>3,Iloc,terN,detN,bemN,hevN,08580
AsN,1,Sf,48,T50,CouO,Vmar,Dcep,Oina,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevO,08581
AsN,1,Sh,37,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevO,08582
AsN,1,Sf,32,T40,CouO,Vmar,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevO,08583
AsN,1,Sh,51,T60,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Iloc,terO,detO,bemN,hevN,08584
AsN,1,Sf,47,T50,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Iloc,terO,detO,bemN,hevN,08585
AsN,1,Sh,71,T80,CouO,Vmar,Dbac,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevN,08586
AsN,1,Sh,36,T40,CouO,Vmar,Dbac,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08587
AsN,1,Sf,35,T40,CouO,Vmar,Dtec,Oina,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08588
AsN,1,Sh,81,T80,CouO,Vmar,Dcep,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08589
AsN,1,Sh,75,T80,CouO,Vmar,Dcep,Oret,WctC,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08590
AsN,1,Sh,59,T60,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detO,bemN,hevO,08591
AsN,1,Sf,57,T60,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detO,bemN,hevO,08592
AsO,0,Sf,54,T60,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdO,RepN,QpeO,U2,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08593
AsN,1,Sh,40,T50,CouO,Vmar,Dtec,Oact,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08594
AsN,1,Sf,47,T50,CouO,Vmar,Dbac,Oact,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdO,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08595
AsN,1,Sh,68,T70,CouO,Vmar,Db+5,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terO,detO,bemN,hevN,08596
AsN,1,Sf,68,T70,CouO,Vmar,Db+2,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terO,detO,bemN,hevN,08597
AsO,0,Sh,50,T60,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08598
AsO,0,Sf,45,T50,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08599
AsN,1,Sf,40,T50,CouN,Vcel,Db+2,Oact,WctC,spriv,HerO,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08600
AsN,1,Sf,30,T40,CouN,Vsep,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08601
AsN,1,Sf,76,T80,CouN,Vsep,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,5,Nb>3,Ipro,terN,detN,bemN,hevN,08602
AsN,1,Sh,81,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detO,bemN,hevO,08603
AsN,1,Sh,74,T80,CouN,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Iloc,terN,detN,bemN,hevN,08604
AsN,1,Sh,79,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08605
AsN,1,Sf,79,T80,CouO,Vmar,Dbepc,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08606
AsO,0,Sh,70,T80,CouO,Vmar,Dcep,Oret,WctC,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08607
AsN,1,Sh,39,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdO,RepO,QpeO,U2,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08608
AsN,1,Sf,39,T40,CouO,Vmar,Dtec,Oact,WctC,spub,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U2,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08609
AsN,1,Sh,26,T30,CouO,Vcel,Db+2,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U2,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08610
AsO,0,Sf,27,T30,CouO,Vcel,Db+2,Oact,WctC,spriv,HerN,PerN,MerN,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08611
AsN,1,Sf,82,T80,CouN,Vsep,Dcep,Oret,WctC,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,5,Nb>3,Ipro,terO,detN,bemN,hevN,08612
AsN,1,Sf,61,T70,CouN,Vsep,Dtec,Oret,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08613
AsO,0,Sh,61,T70,CouO,Vmar,Db+2,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08614
AsO,0,Sf,61,T70,CouO,Vmar,Dcep,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08615
AsN,1,Sh,46,T50,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08616
AsN,1,Sf,39,T40,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08617
AsO,0,Sf,33,T40,CouO,Vmar,Dbac,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detO,bemN,hevN,08618
AsN,1,Sf,55,T60,CouO,Vmar,Dcep,Oact,WctC,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,3,Nb>3,Ipro,terN,detO,bemN,hevN,08619
AsN,1,Sf,67,T70,CouN,Vsep,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zso,1,Nbe1,Iloc,terN,detN,bemN,hevN,08620
AsN,1,Sf,79,T80,CouN,Vsep,Dcep,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zso,5,Nb>3,Ipro,terN,detN,bemN,hevN,08621
AsN,1,Sh,56,T60,CouO,Vmar,Dcep,Oact,WctC,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevN,08622
AsN,1,Sf,54,T60,CouO,Vmar,Dbac,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevN,08623
AsN,1,Sf,82,T80,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Iloc,terN,detN,bemN,hevN,08624
AsO,0,Sf,54,T60,CouN,Vsep,Dtec,Oact,Wemp,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppO,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terO,detN,bemN,hevN,08625
AsO,0,Sh,75,T80,CouO,Vmar,Dsan,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08626
AsO,0,Sh,43,T50,CouN,Vcel,Db+2,Oact,WctB,spub,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdO,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevN,08627
AsN,1,Sh,64,T70,CouO,Vmar,Dtec,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdO,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08628
AsN,1,Sf,58,T60,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08629
AsN,1,Sh,54,T60,CouO,Vmar,Dbac,Oact,WctA,spub,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevO,08630
AsN,1,Sf,52,T60,CouO,Vmar,Dtec,Oact,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevO,08631
AsN,1,Sh,46,T50,CouO,Vmar,Db+2,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08632
AsN,1,Sf,43,T50,CouO,Vmar,Dtec,Oact,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08633
AsN,1,Sh,66,T70,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detN,bemN,hevN,08634
AsN,1,Sf,70,T80,CouO,Vmar,Dsan,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detN,bemN,hevN,08635
AsO,0,Sh,38,T40,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdO,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08636
AsN,1,Sf,33,T40,CouO,Vcel,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08637
